(1435248031088213497 exit  prim -)
(1435248031088215485 enter func fib)
(1435248031088227630 enter prim if)
(1435248031088234086 enter prim <=)
(1435248031088236278 exit  prim <=)
(1435248031088249258 enter prim -)
(1435248031088251637 exit  prim -)
(1435248031088253676 enter func fib)
(1435248031088265541 enter prim if)
(1435248031088284322 enter prim <=)
(1435248031088286964 exit  prim <=)
(1435248031088300273 enter prim -)
(1435248031088302561 exit  prim -)
(1435248031088304679 enter func fib)
(1435248031088316625 enter prim if)
(1435248031088323049 enter prim <=)
(1435248031088325200 exit  prim <=)
(1435248031088343208 enter prim -)
(1435248031088345721 exit  prim -)
(1435248031088347737 enter func fib)
(1435248031088359674 enter prim if)
(1435248031088366065 enter prim <=)
(1435248031088368174 exit  prim <=)
(1435248031088381296 enter prim -)
(1435248031088383580 exit  prim -)
(1435248031088385657 enter func fib)
(1435248031088399053 enter prim if)
(1435248031088405519 enter prim <=)
(1435248031088407747 exit  prim <=)
(1435248031088410394 exit  prim if)
(1435248031088412331 exit  func fib)
(1435248031088420784 enter prim -)
(1435248031088423034 exit  prim -)
(1435248031088425033 enter func fib)
(1435248031088439439 enter prim if)
(1435248031088445846 enter prim <=)
(1435248031088447998 exit  prim <=)
(1435248031088450577 exit  prim if)
(1435248031088452329 exit  func fib)
(1435248031088454233 enter prim +)
(1435248031088456424 exit  prim +)
(1435248031088458143 exit  prim if)
(1435248031088459879 exit  func fib)
(1435248031088468460 enter prim -)
(1435248031088470729 exit  prim -)
(1435248031088472708 enter func fib)
(1435248031088501456 enter prim if)
(1435248031088519945 enter prim <=)
(1435248031088522771 exit  prim <=)
(1435248031088525665 exit  prim if)
(1435248031088527602 exit  func fib)
(1435248031088529555 enter prim +)
(1435248031088531955 exit  prim +)
(1435248031088533723 exit  prim if)
(1435248031088535565 exit  func fib)
(1435248031088545799 enter prim -)
(1435248031088548290 exit  prim -)
(1435248031088550538 enter func fib)
(1435248031088563282 enter prim if)
(1435248031088569769 enter prim <=)
(1435248031088571982 exit  prim <=)
(1435248031088585562 enter prim -)
(1435248031088588130 exit  prim -)
(1435248031088590181 enter func fib)
(1435248031088602298 enter prim if)
(1435248031088611842 enter prim <=)
(1435248031088614031 exit  prim <=)
(1435248031088616650 exit  prim if)
(1435248031088618443 exit  func fib)
(1435248031088626698 enter prim -)
(1435248031088629029 exit  prim -)
(1435248031088630998 enter func fib)
(1435248031088644463 enter prim if)
(1435248031088650761 enter prim <=)
(1435248031088652935 exit  prim <=)
(1435248031088655498 exit  prim if)
(1435248031088665270 exit  func fib)
(1435248031088667548 enter prim +)
(1435248031088669828 exit  prim +)
(1435248031088671554 exit  prim if)
(1435248031088673304 exit  func fib)
(1435248031088675203 enter prim +)
(1435248031088677375 exit  prim +)
(1435248031088679218 exit  prim if)
(1435248031088681031 exit  func fib)
(1435248031088690022 enter prim -)
(1435248031088692360 exit  prim -)
(1435248031088694367 enter func fib)
(1435248031088706679 enter prim if)
(1435248031088712989 enter prim <=)
(1435248031088715119 exit  prim <=)
(1435248031088730302 enter prim -)
(1435248031088732677 exit  prim -)
(1435248031088734786 enter func fib)
(1435248031088749874 enter prim if)
(1435248031088756428 enter prim <=)
(1435248031088758571 exit  prim <=)
(1435248031088771830 enter prim -)
(1435248031088774176 exit  prim -)
(1435248031088776127 enter func fib)
(1435248031088787864 enter prim if)
(1435248031088794116 enter prim <=)
(1435248031088796220 exit  prim <=)
(1435248031088798806 exit  prim if)
(1435248031088800586 exit  func fib)
(1435248031088808849 enter prim -)
(1435248031088811094 exit  prim -)
(1435248031088813049 enter func fib)
(1435248031088824678 enter prim if)
(1435248031088830938 enter prim <=)
(1435248031088833028 exit  prim <=)
(1435248031088835584 exit  prim if)
(1435248031088837338 exit  func fib)
(1435248031088839223 enter prim +)
(1435248031088841400 exit  prim +)
(1435248031088843275 exit  prim if)
(1435248031088845078 exit  func fib)
(1435248031088854783 enter prim -)
(1435248031088857158 exit  prim -)
(1435248031088859114 enter func fib)
(1435248031088871070 enter prim if)
(1435248031088877443 enter prim <=)
(1435248031088879569 exit  prim <=)
(1435248031088882144 exit  prim if)
(1435248031088883928 exit  func fib)
(1435248031088885810 enter prim +)
(1435248031088887996 exit  prim +)
(1435248031089099934 exit  prim if)
(1435248031089102227 exit  func fib)
(1435248031089104314 enter prim +)
(1435248031089106653 exit  prim +)
(1435248031089108408 exit  prim if)
(1435248031089110248 exit  func fib)
(1435248031089112096 enter prim +)
(1435248031089114295 exit  prim +)
(1435248031089116052 exit  prim if)
(1435248031089117826 exit  func fib)
(1435248031089119784 enter prim +)
(1435248031089122027 exit  prim +)
(1435248031089123769 exit  prim if)
(1435248031089125560 exit  func fib)
